a_account_type,a_fund_seg1,master_object,master_project,master_org,account_name,department,division,cy_revised,ly_actual,ly_actual_closed,ly2_actual,object_name,character_code,character_code_name,org_name,default_year,default_period,munis_year,munis_period,fund_name,dept_name,division_name,budget_projection_used,budget_org,budget_object,budget_project,ny_budget_prelim,ny_budget_adopted,ny2_budget_prelim,ny2_budget_adopted
E,104,270000, ,2053100,Social Security               ,11,20,63760,50266.97,50266.97,50103.68,Social Security               ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,270000, ,68740,5560,71665,5760
E,104,271000, ,2053100,401a-Social Sec Replacement   ,11,20,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,271000, ,0,63180,0,65905
E,104,280000, ,2053100,Life Insurance                ,11,20,2390,2329.85,2329.85,2224.81,Life Insurance                ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,280000, ,2550,2550,2660,2660
E,104,280100, ,2053100,L-term Disability Insurance   ,11,20,0,939.9,939.9,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,280100, ,3245,3245,3390,3390
E,104,290000, ,2053100,Family& Medical Leave Tax     ,11,20,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,290000, ,2240,2240,2535,2535
E,104,310000, ,2053100,Office and Operating Supplies ,11,20,101000,58530.19,58530.19,66180.47,Office and Operating Supplies ,30,SUPPLIES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,310000, ,100000,100000,96000,96000
E,104,320000, ,2053100,Fuel Consumed                 ,11,20,30000,22490.18,22490.18,19094.95,Fuel Consumed                 ,30,SUPPLIES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,320000, ,23000,23000,23000,23000
E,104,350000, ,2053100,Small Tools & Minor Equipment ,11,20,5000,12609.4,12609.4,8698.34,Small Tools & Minor Equipment ,30,SUPPLIES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,350000, ,10000,10000,10000,10000
E,104,410000, ,2053100,Professional Services         ,11,20,371000,183367.9,183367.9,143781.67,Professional Services         ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,410000, ,247500,247500,285500,285500
E,104,410040, ,2053100,PW Shop Relocation            ,11,20,0,81668.99,81668.99,0,PW Shop Relocation            ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,410040, ,0,0,0,0
E,104,410600, ,2053100,Miller Walker Basin Stwardship,11,20,62000,50731.66,50731.66,58109.13,Miller Walker Basin Stwardship,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,410600, ,62000,62000,62000,62000
E,104,411050, ,2053100,NPDES Phase II                ,11,20,24000,20178.01,20178.01,17636,NPDES Phase II                ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,411050, ,22000,22000,22000,22000
E,104,411550, ,2053100,Advertising                   ,11,20,0,0,0,0,Advertising                   ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,411550, ,0,0,0,0
E,104,414100, ,2053100,Software Licensing Fees       ,11,20,7800,7479.25,7479.25,7614.63,Software Licensing Fees       ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,414100, ,15225,15225,15225,15225
E,104,414310, ,2053100,TV Inspection and Vactoring   ,11,20,100000,11698.66,11698.66,18227.96,TV Inspection and Vactoring   ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,414310, ,60000,60000,60000,60000
E,104,414320, ,2053100,Permits & Monitoring          ,11,20,69000,68105.49,68105.49,75166.75,Permits & Monitoring          ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,414320, ,79000,79000,79000,79000
E,104,424210, ,2053100,Telephone/Internet            ,11,20,11300,11858.97,11858.97,8192.61,Telephone/Internet            ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,424210, ,7700,7700,7700,7700
E,104,424220, ,2053100,Postage                       ,11,20,0,0,0,0,Postage                       ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,424220, ,0,0,0,0
E,104,434310, ,2053100,Lodging                       ,11,20,0,103.2,103.2,0,Lodging                       ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,434310, ,0,0,0,0
E,104,434320, ,2053100,Meals                         ,11,20,0,149.8,149.8,0,Meals                         ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,434320, ,0,0,0,0
E,104,434330, ,2053100,Mileage                       ,11,20,0,157.3,157.3,140.18,Mileage                       ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,434330, ,0,0,0,0
E,104,434340, ,2053100,Other Travel                  ,11,20,0,159.75,159.75,108.86,Other Travel                  ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,434340, ,0,0,0,0
E,104,440000, ,2053100,SWM Fee Assessment            ,11,20,500,313.66,313.66,28724.23,SWM Fee Assessment            ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,440000, ,500,500,500,500
E,104,450000, ,2053100,Operating Rentals and Leases  ,11,20,62000,44008.14,44008.14,43294.12,Operating Rentals and Leases  ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,450000, ,60000,60000,60000,60000
E,104,470000, ,2053100,Utilities                     ,11,20,10200,7664.9,7664.9,6135.85,Utilities                     ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,470000, ,9200,9200,9200,9200
E,104,480000, ,2053100,Repairs and Maintenance       ,11,20,25000,3925.17,3925.17,17076.88,Repairs and Maintenance       ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,480000, ,25000,25000,25000,25000
E,104,480150, ,2053100,Repairs and Maint-Pump Station,11,20,3000,1287,1287,11445.13,Repairs and Maint-Pump Station,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,480150, ,3000,3000,3000,3000
E,104,480200, ,2053100,Repairs and Maint - Fleet     ,11,20,35000,44170.58,44170.58,27938.12,Repairs and Maint - Fleet     ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,480200, ,35000,35000,35000,35000
E,104,494910, ,2053100,Memberships and Dues          ,11,20,1000,763.5,763.5,889,Memberships and Dues          ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,494910, ,1500,1500,1500,1500
E,104,494920, ,2053100,Printing/Binding/Copying      ,11,20,1000,57.75,57.75,654.81,Printing/Binding/Copying      ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,494920, ,1000,1000,1000,1000
E,104,494930, ,2053100,Registration-Training/Workshop,11,20,13000,5189.64,5189.64,4912.5,Registration-Training/Workshop,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,494930, ,12750,12750,12750,12750
E,104,494940, ,2053100,Subscriptions and Publications,11,20,400,18.58,18.58,50.37,Subscriptions and Publications,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,494940, ,400,400,400,400
E,104,494950, ,2053100,Miscellaneous                 ,11,20,0,9408.33,9408.33,0,Miscellaneous                 ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,494950, ,0,0,0,0
E,104,494995, ,2053100,Bad Debt Expense              ,11,20,0,603.23,603.23,0,Bad Debt Expense              ,40,SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,494995, ,0,0,0,0
E,104,508300, ,10400000,Restricted Fund Balance Ending,0,0,0,0,0,0,Restricted Fund-Balance Ending,FB,FUND BALANCE,SWM Fund Administration       ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,NON-DEPARTMENTAL,Fund Administration,18,10400000,508300, ,0,0,0,0
E,104,508890, ,10400000,Unrestricted Net Position-Endi,0,0,358245,0,0,0,Unrestricted Net Position-Endi,FB,FUND BALANCE,SWM Fund Administration       ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,NON-DEPARTMENTAL,Fund Administration,18,10400000,508890, ,990270,990270,666265,666265
E,104,510400, ,2053100,SWM Billed by KC SWM          ,11,20,10000,0,0,45776.72,SWM Billed by KC SWM          ,50,INTERGOVT SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,510400, ,10000,10000,10000,10000
E,104,510450, ,2053100,SWM Billed by KC Roads        ,11,20,50000,0,0,0,SWM Billed by KC Roads        ,50,INTERGOVT SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,510450, ,30000,30000,30000,30000
E,104,510500, ,2053100,County Collection Fee         ,11,20,88000,52301.32,52301.32,48080.31,County Collection Fee         ,50,INTERGOVT SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,510500, ,60000,60000,60000,60000
E,104,590000, ,2053100,Interfund Chg for Equip Replc ,11,20,0,0,0,70000,Interfund Chg for Equip Replc ,50,INTERGOVT SERVICES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,590000, ,0,0,0,0
E,104,597000, ,10400000,Transfers Out                 ,0,0,2010000,1560000,1560000,40000,Transfers Out                 ,90,OTHER FIN USES,SWM Fund Administration       ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,NON-DEPARTMENTAL,Fund Administration,18,10400000,597000, ,1310000,1310000,1310000,1310000
E,104,640000, ,2053100,Machinery And Equipment       ,11,20,15000,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,640000, ,13500,13500,0,0
E,104,700090, ,2053100,PWTFL Principal Payment       ,11,20,83030,0,0,0,PWTFL Principal Payment       ,70,DEBT SVC-PRINCIPAL,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,700090, ,83030,83030,83030,83030
E,104,800090, ,2053100,Interest on PWTFL Pond        ,11,20,3740,3909.37,3909.37,4324.51,Interest on PWTFL Pond        ,80,DEBT SVC-INT/OTHER,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,800090, ,3325,3325,2910,2910
E,106,508300, ,10600000,Restricted Fund Balance Ending,0,0,123900,0,0,0,Restricted Fund-Balance Ending,FB,FUND BALANCE,PW Reserve Fund Administration,2019,1,2018,12,PUBLIC WORKS RESERVE FUND,NON-DEPARTMENTAL,Fund Administration,18,10600000,508300, ,2409720,2409720,1672720,1672720
E,106,597000, ,10600000,Transfers Out                 ,0,0,3075000,1720000,1720000,1100000,Transfers Out                 ,90,OTHER FIN USES,PW Reserve Fund Administration,2019,1,2018,12,PUBLIC WORKS RESERVE FUND,NON-DEPARTMENTAL,Fund Administration,18,10600000,597000, ,1317000,1317000,2577000,2577000
E,107,350000, ,2354860,Small Tools & Minor Equipment ,4,23,0,30245.81,30245.81,8715.47,Small Tools & Minor Equipment ,30,SUPPLIES,Equipment Reserve Operations  ,2019,1,2018,12,EQUIPMENT RESERVE FUND,FINANCE,Equipment Reserve,18,2354860,350000, ,48000,48000,0,0
E,107,414100, ,2354860,Software Licensing Fees       ,4,23,0,0,0,0,Software Licensing Fees       ,40,SERVICES,Equipment Reserve Operations  ,2019,1,2018,12,EQUIPMENT RESERVE FUND,FINANCE,Equipment Reserve,18,2354860,414100, ,0,0,0,0
E,107,508300, ,10700000,Restricted Fund Balance Ending,0,0,719550,0,0,0,Restricted Fund-Balance Ending,FB,FUND BALANCE,Equipment Reserve Admin       ,2019,1,2018,12,EQUIPMENT RESERVE FUND,NON-DEPARTMENTAL,Fund Administration,18,10700000,508300, ,0,0,0,0
E,107,508890, ,10700000,Unrestricted Net Position-Endi,0,0,0,0,0,0,Unrestricted Net Position-Endi,FB,FUND BALANCE,Equipment Reserve Admin       ,2019,1,2018,12,EQUIPMENT RESERVE FUND,NON-DEPARTMENTAL,Fund Administration,18,10700000,508890, ,1405715,1405715,1610715,1610715
E,107,597000, ,2354860,Transfers Out                 ,4,23,0,0,0,0,Transfers Out                 ,90,OTHER FIN USES,Equipment Reserve Operations  ,2019,1,2018,12,EQUIPMENT RESERVE FUND,FINANCE,Equipment Reserve,18,2354860,597000, ,0,0,0,0
E,107,640000, ,2354860,Machinery And Equipment       ,4,23,850000,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Equipment Reserve Operations  ,2019,1,2018,12,EQUIPMENT RESERVE FUND,FINANCE,Equipment Reserve,18,2354860,640000, ,67500,67500,90000,90000
E,113,310000, ,2457320,Office and Operating Supplies ,14,24,0,0,0,0,Office and Operating Supplies ,30,SUPPLIES,Arts In Public Places Operatio,2019,1,2018,12,ART IN PUBLIC PLACES,PARKS/REC/CULTURAL SVCS,Art in Public Places,18,2457320,310000, ,0,0,0,0
E,113,350000, ,2457320,Small Tools & Minor Equipment ,14,24,0,0,0,0,Small Tools & Minor Equipment ,30,SUPPLIES,Arts In Public Places Operatio,2019,1,2018,12,ART IN PUBLIC PLACES,PARKS/REC/CULTURAL SVCS,Art in Public Places,18,2457320,350000, ,0,0,0,0
E,113,480000, ,2457320,Repairs and Maintenance       ,14,24,0,0,0,997.36,Repairs and Maintenance       ,40,SERVICES,Arts In Public Places Operatio,2019,1,2018,12,ART IN PUBLIC PLACES,PARKS/REC/CULTURAL SVCS,Art in Public Places,18,2457320,480000, ,0,0,0,0
E,113,494920, ,2457320,Printing/Binding/Copying      ,14,24,0,0,0,0,Printing/Binding/Copying      ,40,SERVICES,Arts In Public Places Operatio,2019,1,2018,12,ART IN PUBLIC PLACES,PARKS/REC/CULTURAL SVCS,Art in Public Places,18,2457320,494920, ,0,0,0,0
E,113,508400, ,11300000,Committed Fund Balance-Ending ,0,0,34565,0,0,0,Committed Fund Balance-Ending ,FB,FUND BALANCE,Arts In Public Places Admin   ,2019,1,2018,12,ART IN PUBLIC PLACES,NON-DEPARTMENTAL,Fund Administration,18,11300000,508400, ,35830,35830,35830,35830
E,113,630000, ,2457320,Other Improvements            ,14,24,0,0,0,0,Other Improvements            ,60,CAPITAL OUTLAY,Arts In Public Places Operatio,2019,1,2018,12,ART IN PUBLIC PLACES,PARKS/REC/CULTURAL SVCS,Art in Public Places,18,2457320,630000, ,0,0,0,0
E,113,640000, ,2457320,Public Art                    ,14,24,35000,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Arts In Public Places Operatio,2019,1,2018,12,ART IN PUBLIC PLACES,PARKS/REC/CULTURAL SVCS,Art in Public Places,18,2457320,640000, ,26500,26500,26500,26500
E,115,508300, ,11500000,Restricted Fund Balance Ending,0,0,319360,0,0,0,Restricted Fund-Balance Ending,FB,FUND BALANCE,Capital Projects Reserve Adm  ,2019,1,2018,12,CAPITAL PROJECTS RESERVE FUND,NON-DEPARTMENTAL,Fund Administration,18,11500000,508300, ,0,0,0,0
E,115,508500, ,11500000,Assigned Fund Balance-Ending  ,0,0,0,0,0,0,Assigned Fund Balance-Ending  ,FB,FUND BALANCE,Capital Projects Reserve Adm  ,2019,1,2018,12,CAPITAL PROJECTS RESERVE FUND,NON-DEPARTMENTAL,Fund Administration,18,11500000,508500, ,1254800,1254800,284800,284800
E,115,597000, ,11500000,Transfers Out                 ,0,0,1600000,25000,25000,771000,Transfers Out                 ,90,OTHER FIN USES,Capital Projects Reserve Adm  ,2019,1,2018,12,CAPITAL PROJECTS RESERVE FUND,NON-DEPARTMENTAL,Fund Administration,18,11500000,597000, ,0,0,1000000,1000000
E,118,110000, ,2654310,Salaries and Wages            ,4,26,0,0,0,0,Salaries and Wages            ,10,SALARIES & WAGES,Transportation Benefit Dist   ,2019,1,2018,12,TRANSPORTATION BENEFIT DIST.,FINANCE,Transportation Benefit Dist.,18,2654310,110000, ,0,0,0,0
E,118,210000, ,2654310,Medicare                      ,4,26,0,0,0,0,Medicare                      ,20,PERSONNEL BENEFITS,Transportation Benefit Dist   ,2019,1,2018,12,TRANSPORTATION BENEFIT DIST.,FINANCE,Transportation Benefit Dist.,18,2654310,210000, ,0,0,0,0
E,118,220000, ,2654310,Retirement                    ,4,26,0,0,0,0,Retirement                    ,20,PERSONNEL BENEFITS,Transportation Benefit Dist   ,2019,1,2018,12,TRANSPORTATION BENEFIT DIST.,FINANCE,Transportation Benefit Dist.,18,2654310,220000, ,0,0,0,0
E,118,230000, ,2654310,Medical Insurance             ,4,26,0,0,0,0,Medical Insurance             ,20,PERSONNEL BENEFITS,Transportation Benefit Dist   ,2019,1,2018,12,TRANSPORTATION BENEFIT DIST.,FINANCE,Transportation Benefit Dist.,18,2654310,230000, ,0,0,0,0
E,118,231000, ,2654310,HSA Employee Benefit          ,4,26,0,0,0,0,HSA Employee Benefit          ,20,PERSONNEL BENEFITS,Transportation Benefit Dist   ,2019,1,2018,12,TRANSPORTATION BENEFIT DIST.,FINANCE,Transportation Benefit Dist.,18,2654310,231000, ,0,0,0,0
E,118,240000, ,2654310,Worker's Compensation         ,4,26,0,0,0,0,Worker's Compensation         ,20,PERSONNEL BENEFITS,Transportation Benefit Dist   ,2019,1,2018,12,TRANSPORTATION BENEFIT DIST.,FINANCE,Transportation Benefit Dist.,18,2654310,240000, ,0,0,0,0
E,118,250000, ,2654310,Unemployment                  ,4,26,0,0,0,0,Unemployment                  ,20,PERSONNEL BENEFITS,Transportation Benefit Dist   ,2019,1,2018,12,TRANSPORTATION BENEFIT DIST.,FINANCE,Transportation Benefit Dist.,18,2654310,250000, ,0,0,0,0
E,118,270000, ,2654310,Social Security               ,4,26,0,0,0,0,Social Security               ,20,PERSONNEL BENEFITS,Transportation Benefit Dist   ,2019,1,2018,12,TRANSPORTATION BENEFIT DIST.,FINANCE,Transportation Benefit Dist.,18,2654310,270000, ,0,0,0,0
